"ID"	"Translation"
"147706"	"কিছু সংবাদপত্রিকা এবং কলামে খেলার জন্য দুটি পৃষ্ঠা আছে ক্রীড়া বিশেষজ্ঞদের জন্য ।"
"147707"	"যিনি ফ্রান্সে পরবর্তী নির্বাচন জয় করতে চলেছেন"
"147708"	"জগৎ মন্দিরে দর্শকদের নিজস্ব হলঘর এবং একটি শঙ্করপূর্ণ সরল রয়েছে।"
"147709"	"রোগীর নিয়মিতভাবে নিজের পা পরীক্ষা করা উচিত ৷"
"147710"	"যেখানে কিনা বৃক্ক থেকে প্রত্যহ পাচনের পর শরীরের পক্ষে প্রতিকূল পদার্থ মূত্র পথ দিয়ে বার করে দেওয়া হয় ।"
"147711"	"এই সংগ্রহালয়ে ব্যাঙ্গালোরের ঝলক দেখতে পাওয়া যায় ৷"
"147712"	"রাজস্থান, মহারাষ্ট্র এবং বাংলায় প্রেমিক, তারা তাদের পেশা সরবরাহ করে এবং তাদের পরিবারকে মের্নারিজ হিসাবে বসবাস করতে ছাড়বে।"
"147713"	"বহুদিন আগে নয়, বোগমালো ছিল আরেকটি ছোট মাছ ধরার গ্রাম, যা কোলভা উপসাগরের উত্তর প্রান্তে এক জোড়া তালগাছের ফাঁকানো শৈলশিরা দ্বারা আক্রান্ত ছিল।"
"147714"	"মোনোহল নৌকাগুলি সাধারণত স্থায়িত্বের জন্য ব্যালাস্টের উপর নির্ভর করে এবং সাধারণত স্থানচ্যুত হল।"
"147715"	"এই ধরনের ন্যূনতম চিকিৎসা অন্যান্য ক্যান্সারের ক্ষেত্রে প্রযোজ্য - প্রস্টেট, পেট, অগ্ন্যাশয় ইত্যাদি।"
"147716"	"ভিডিওটি পাওয়া যায় একটি বাড়িতে ইন্দোনেশিয়ার পুলিশ গত সপ্তাহে হানা হয়, যেখানে টপ সঙ্কুচিতভাবে পালিয়ে যায়।"
"147717"	"নবীন প্রজন্মের মধ্যে, সেলিয়া পি-সিএমজিপি শিক্ষক প্রশিক্ষণ কর্মশালাকে দর্শন এবং অনুষ্ঠানের পদ্ধতির মাধ্যমে ব্যক্তি ও সংস্থাগুলিকে প্রশিক্ষণের জন্য বিকশিত করেছিল।"
"147718"	"সমুদ্র-ফ্লোর ভূদৃশ্য, মহাদেশীয় ঢাল এবং বিভিন্ন জলের গভীরতায় জীববৈচিত্র্য মানচিত্রের প্রচেষ্টায় অন্তত ১৪টি গবেষণা গোষ্ঠী যোগদান করে।"
"147719"	"সবথেকে বড় বৈশিষ্ট্য হল এখানকার গাছ ৷"
"147720"	"এস.টি.টি অনেক শহর থেকে এশিয়াড পরিষেবা প্রদান করছে।"
"147721"	"২০২০-2021 শিক্ষাবর্ষে কোন প্রতিষ্ঠানটি এ আই সি টি ই অনুমোদিত?"
"147722"	"কিন্তু অনেক বিক্রেতারা কেবল এর রসিকতায় প্রথম অফারটি ভ্রমণ করেন, যার অর্থ হল, আপনি যদি কিনতে চান তবে প্রযুক্তিগতভাবে একটি খারাপ চুক্তি পেতে পারেন।"
"147723"	"তাজা ফলে চিনি থাকে(ফ্রুক্টোজ) যা ইনসুলিনের প্রয়োজন হয় না এর বিপাকীয়তার জন্য এবং মধুমেহ দ্বারা ভাল সহ্য করা হয়।"
